date,churn.basic,churn.pro,dau_over_active.basic,dau_over_active.free,dau_over_active.pro,downgrade,events_per_active_day.basic,events_per_active_day.free,events_per_active_day.pro,resurrect,sessions.direct,sessions.email,sessions.organic,sessions.referral,signup_rate.direct,signup_rate.display,signup_rate.email,signup_rate.organic,signup_rate.paid_search,signup_rate.paid_social,"signup_rate.paid_social|country=US,device=mobile",signup_rate.referral,spend.display,spend.paid_search,spend.paid_social,trial_convert,trial_start_rate,upgrade
2024-01-01,0.04656175885010716,0.030761860044717673,0.14640832532433068,0.0795776289757987,0.2780007282436315,0.00953299893541245,12.251102084083506,5.981036910919066,24.34724118544818,0.01455789613371914,71.18134241828685,20.816129305188966,200.6561536097451,36.41201216243368,0.06347500235993837,0.015098991318484668,0.08151364173525655,0.028665504028581784,0.05171140157436177,0.03527234858204643,0.03527234858204643,0.047328649855970295,56.55639327133419,306.35299024806596,169.85161842325164,0.20781663957397162,0.5334371137933994,0.01871970298513832
2024-01-02,0.04800726448444717,0.031338198984830125,0.15054967160732355,0.07706615294371327,0.275394970161752,0.010186891383854969,11.82328737871499,6.001592682195635,24.27711106952843,0.01482521569342361,92.32429760679484,24.68886395840062,235.8805381856034,44.849205471710555,0.05963100577187888,0.015360042812191554,0.08124727695554759,0.02959037173491013,0.050699690111967635,0.035835423389031465,0.035835423389031465,0.04984106416887091,74.80791941297412,341.0838067439719,216.37893883519104,0.19782584864661446,0.543384440123485,0.019699699412025085
2024-01-03,0.049985598349827305,0.030489289637879353,0.150934729773997,0.07974551647397653,0.285515486191646,0.009783859672979412,11.584827548348331,6.1005065797190445,26.048127625529265,0.015180702148825092,85.27661509978049,23.069852900582053,210.3406953324635,43.88805054567114,0.06311158490907885,0.015112472834073572,0.08148535020624018,0.029668438558844847,0.051850836527733084,0.03547804945492459,0.03547804945492459,0.04990416630826955,67.8299411449407,329.7012246184726,218.22575267489637,0.1994126939109553,0.5398145995689468,0.019626352856126416
2024-01-04,0.050851404683699065,0.029545891897409218,0.1480118930742143,0.080082456219354,0.29180588826624354,0.010148184213164373,11.429780533085943,5.797738251741765,24.951590488263868,0.014843017536844187,92.69906777135753,24.06653251120488,221.39388633422072,45.08159348478979,0.061163526134813365,0.015176777579199566,0.08060409062762114,0.029865994561394306,0.04852357912399875,0.034390182962759,0.034390182962759,0.04904491698002958,67.24961203696085,348.7371034665766,207.51417747393765,0.19413659198232802,0.5562371954883271,0.019563863876401258
2024-01-05,0.04790037951919262,0.029919253988809767,0.1508707237257104,0.08248435963240267,0.27973082984727826,0.009791563541448084,11.840994132381237,5.833658226810982,24.96647062932912,0.014153398078271396,82.77874134833722,22.755403967033402,213.47703658105996,42.41124073044649,0.06036659160358197,0.015411912041068728,0.08053581766949684,0.030045158833252324,0.05017568546437621,0.03400525537024537,0.03400525537024537,0.05067253732320484,69.85021251577707,322.8045285002008,202.35419849349756,0.20170431752371867,0.5369418685485812,0.02068175544397913
2024-01-06,0.05017342171953257,0.030774450649860403,0.15168386377546922,0.08591141656033495,0.27124500217193986,0.010050920047292562,11.771949916458027,6.000375270403747,24.650653112086154,0.014532077133701127,75.12216064869321,19.375272863987593,190.9131737328119,38.802862537623376,0.061085311038881054,0.015194639434551802,0.08052854865316102,0.029745584295138544,0.05159425135560665,0.03684081974482961,0.03684081974482961,0.053444905033602275,58.79873466169518,298.75873329348565,192.79562571130106,0.20739022842464883,0.5371383695624289,0.01999427907702483
2024-01-07,0.051105642910481364,0.03230449248209583,0.15244283911660936,0.07992709042445637,0.2852591483431177,0.010007581717517509,11.771788318722754,5.707678586850884,24.314256301482104,0.01518514323607834,79.94011584989885,19.173986042953132,200.75608765889515,36.924340807294456,0.062377419862663236,0.014262983080042561,0.079972532296675,0.028737779175262507,0.050423335752258325,0.03452945091196904,0.03452945091196904,0.04982752997418435,59.770374568826945,302.68987947015415,178.14261899185337,0.20392909129599013,0.5423921273691751,0.020418331174005776
2024-01-08,0.0494631099525889,0.03005168299101345,0.15889871752844095,0.07969996431644265,0.29298365926848724,0.010013595038213677,11.88963677345359,6.023403767006479,24.370727561959335,0.016259723462242012,91.74368396346892,21.754308724423662,227.1119375672751,47.69735169329844,0.06108279490683994,0.014494125676333737,0.08301349179851361,0.028387462673767388,0.04881301152695194,0.034737268854168626,0.034737268854168626,0.0507387902809886,75.71392995994313,350.77797970683196,206.95973178509226,0.20104378496442094,0.517701431295046,0.020522791232889685
2024-01-09,0.04874381036465886,0.030897049885063067,0.15809294905771004,0.07655290768172324,0.27783813826462084,0.010218668017545536,11.809478684340867,5.818459249074934,25.040010115222206,0.01507333282007394,88.80353660851465,23.54525592163287,221.20913883141745,44.83067158305463,0.05795350297411533,0.014464856434806255,0.08150101655271334,0.028929547342764966,0.05049063515993062,0.034635548835835146,0.034635548835835146,0.05161493808414285,70.4070627355272,330.4774729084947,186.484191472551,0.19896661691292403,0.5145700028278745,0.01955115076721235
2024-01-10,0.048026715838474295,0.028929518296377604,0.15674576126734718,0.07682664914740746,0.2773050706005661,0.010049100989821754,12.241639752161209,5.931555614739525,25.28013558598266,0.016290136350135456,87.29725058173318,24.68909032383096,249.12318089756846,44.25936133393849,0.05842239171748683,0.015097347739869682,0.0793755588092582,0.029198452762219843,0.050486040742595564,0.036167623040802455,0.036167623040802455,0.049092358156593296,63.03666771920328,343.5388130680428,206.92048264207585,0.18930132793643914,0.5565077152886808,0.02021511933686174
2024-01-11,0.048222705239002045,0.029394295199824023,0.1497599856968762,0.08109379925500547,0.2895327001172304,0.009804286871850573,12.112646957684078,5.672736519373788,26.81141413928538,0.015013427348100988,88.64125643740158,22.721147140829178,243.38580617840182,44.77931893880196,0.061089524724075354,0.014536651503250664,0.07864145095863886,0.029931314885589366,0.04869980950100996,0.036386921610309715,0.036386921610309715,0.0496117131123597,63.409186633607156,328.28951657367884,196.3714071441313,0.18706121982844115,0.5613691465593373,0.020896895353446483
2024-01-12,0.04820285869222041,0.03156928546730023,0.15881065334517716,0.07920556913621678,0.27435732611254726,0.010097833542631048,11.777984526367492,5.993408801271919,26.75573436973968,0.014942667276102571,89.11981694941008,19.336924535505595,227.5495774755264,42.62209321824139,0.05784659552492071,0.015153319985407736,0.07538072972002055,0.030369990668574785,0.04870990629593926,0.037726123665320875,0.037726123665320875,0.04992320562184809,69.22104458517857,329.2028307524537,201.80862748814937,0.20412280009188893,0.576626290481232,0.020019832172479858
2024-01-13,0.048683711386804496,0.029704679268891216,0.1518489468125868,0.07974473740980698,0.27434049884184336,0.009843614804139953,11.783682313206496,6.159797830741901,27.841474731246667,0.01443401190910681,75.84727710818929,19.59721785431508,197.69684998772559,39.89138058181654,0.05923804361891384,0.015445776597614383,0.07313625842713012,0.031059515039308663,0.052377023311059125,0.034585714921548216,0.034585714921548216,0.04963640491969749,59.16039128714094,279.09431320714174,181.85689799960227,0.20842815298104297,0.5654927311734445,0.019490509719033045
2024-01-14,0.05013658847324916,0.030684243633812263,0.1505274082909171,0.07987995281487034,0.27414372631907785,0.009789412403839853,12.096341546268395,5.892930605002641,24.87532281553386,0.014755669972283851,82.60458250416377,18.424068754273932,203.25923394100911,37.59217549507419,0.058678432500692976,0.015388154043286926,0.07754618319016592,0.03204417398470516,0.048407357589360406,0.036371702108536214,0.036371702108536214,0.04884679169574329,55.74495374612582,263.0021048908593,168.9935256602162,0.19732310337537742,0.5628794909981614,0.020085763216025773
