date,churn.professional,churn.studio,dau_over_active.free,dau_over_active.professional,dau_over_active.studio,downgrade,events_per_active_day.free,events_per_active_day.professional,events_per_active_day.studio,resurrect,sessions.direct,sessions.email,sessions.organic,sessions.referral,signup_rate.direct,signup_rate.display,signup_rate.email,signup_rate.organic,signup_rate.paid_search,signup_rate.paid_social,signup_rate.paid_social|country=BR,signup_rate.paid_social|device=mobile,signup_rate.referral,spend.display,spend.paid_search,spend.paid_social,trial_convert,trial_start_rate,upgrade
2024-06-01,0.027860052586703803,0.04567508154081929,0.04008856327573785,0.2338474922416375,0.14716988775174594,0.00826070401257591,4.013615835711717,22.09529446978566,11.521111916332966,0.012038011127515773,55.57983096994526,21.786587319307632,138.00630070031187,38.09052094580217,0.05308040730177973,0.0121549718930456,0.07174001878410358,0.03349748910358952,0.04101412040877363,0.028964114715709702,0.028964114715709702,0.028964114715709702,0.061884125313256204,36.35965890675447,187.30528468862997,200.7197047582826,0.2232681412494588,0.40625886581311427,0.01802844824352339
2024-06-02,0.02756351628226399,0.04355900036518054,0.04019344306711854,0.2358922824818637,0.14186967786723878,0.00784810908826796,3.8625909675053753,22.064405645767064,11.178286191131818,0.01177127359769442,57.224693549267705,21.302937562556018,148.72336619473916,41.395975246905785,0.056471165648218365,0.011476972735002465,0.07324687011167395,0.034020866086068524,0.04164024110765763,0.030845906303471917,0.030845906303471917,0.030845906303471917,0.06124446015698401,38.9961294670708,194.953761337717,205.3481171996141,0.22335793204835983,0.4469890368833853,0.019118687645140665
2024-06-03,0.028811911497680413,0.042877009152269274,0.04238862188898027,0.24128274284996695,0.1406685096281996,0.008161103427739602,4.044170369468588,21.393476437054538,11.92878237605778,0.01188438738172924,63.047566997153595,21.45253035199649,161.99267780671406,47.08934800926935,0.053864988793207995,0.011254300458548548,0.0724733319247358,0.03387251478518458,0.04267890042068006,0.030091547941599683,0.030091547941599683,0.030091547941599683,0.06468608850492634,41.52263232459836,172.65366458480426,228.83443207272654,0.22375924640402417,0.45679218120098575,0.018189669708424387
2024-06-04,0.02717279110912501,0.04591070848951355,0.041426727017134866,0.2341197888156974,0.1434065796942512,0.007863798356053083,4.052727707971129,21.78077611865855,11.325864332478448,0.012531751581748282,67.0839703423498,24.926112455231376,166.09701744078296,41.28190807639905,0.05863865288836951,0.011632699187981075,0.07934236413411523,0.035539141859203115,0.04273211574859645,0.029008893521583468,0.029008893521583468,0.029008893521583468,0.06299870855813614,37.874713265911154,217.80944808229327,244.31792744491614,0.20838447660296883,0.45680313983916604,0.018915840085212205
2024-06-05,0.026891902022312786,0.04603705822611498,0.04054471186083432,0.23752622294546816,0.14648535231711826,0.008033603634426506,4.1096127641645985,22.428945240233052,11.26865566747527,0.011884843841532558,68.71525191577209,22.340065238915408,173.59392109642084,40.01386998393207,0.056742668623582126,0.011973565436966828,0.07387758443263115,0.034229607400245755,0.04212161826859572,0.030799623054588388,0.030799623054588388,0.030799623054588388,0.06004746187008596,36.60531993807826,201.9888697136954,238.92414034118764,0.2263650905471326,0.4562670583793353,0.017999166108767613
2024-06-06,0.027074105493636726,0.046118424910057076,0.039918398065991824,0.2404686854085238,0.1356417895689247,0.007802713238605752,4.059723853873332,23.74802742843663,11.804276611602873,0.011520253034347032,69.21721328322053,21.438173066434576,178.11489072038128,36.939052787142266,0.058613725847199205,0.01199758610006273,0.07900879680228834,0.03640961497529347,0.04047857125407738,0.03142420359569452,0.03142420359569452,0.03142420359569452,0.062982927067514,36.03190324780659,211.3851123849528,236.84738399767883,0.22006557932013182,0.4396888540510554,0.019037352810183254
2024-06-07,0.02731369221647521,0.04320246645404433,0.04082215246486863,0.24726808602798991,0.13599687902960245,0.008148772213841075,4.133825408917133,23.165951335456146,12.062815219579656,0.011702183723230964,61.58598411337985,21.02294809343582,149.800001557077,38.47809977489962,0.05644661014811773,0.011898300074997103,0.07397927751274484,0.03357681412259143,0.04064353756192423,0.03271334711366308,0.03271334711366308,0.03271334711366308,0.05816067858030561,32.51345343957908,215.92459774400464,258.7128633488976,0.2176873071612982,0.4479558052781511,0.018193337702292714
2024-06-08,0.02666727861546024,0.04431199469373748,0.039901699356620295,0.24616867488653071,0.1366983968125265,0.008070134295447137,4.0156170728635265,21.776288122907026,12.00254589594164,0.011581980993821493,60.654620165475905,20.310208154152104,137.9880464767555,36.04698745601957,0.051235732853405026,0.011084220820863907,0.07711777931502957,0.03297313404492699,0.04163742166329778,0.029583049647732812,0.029583049647732812,0.029583049647732812,0.06108514885034482,33.36938146107929,209.297671089617,245.7405470833338,0.22707521159106714,0.4706533470450303,0.01715981580088922
2024-06-09,0.0270127395655344,0.043983562212027746,0.03878285789818815,0.23419832201532575,0.1409085806889977,0.008087439297278511,4.085987535306702,20.856956668847396,11.751972381813095,0.012267753996934283,65.58935591256068,20.78740932729253,158.47935820087145,35.820682791976104,0.05588025719703882,0.011718225689329367,0.07535473331896281,0.035230209411948044,0.0416277165009151,0.030440203535780093,0.030440203535780093,0.030440203535780093,0.06110342646330873,37.25162208880237,224.1787607311307,242.29734793140764,0.2244032716573204,0.47071403152785923,0.017237766344045637
2024-06-10,0.02957170645553319,0.0436297826797844,0.03876165835372484,0.240211857727302,0.1528196704792688,0.007990535415176563,4.253465974454544,22.043503260049878,11.107445767628638,0.01192432763558128,68.6616195410624,22.757519506479873,182.69136011466017,42.82692249483782,0.052454005097124744,0.011850093724125262,0.07513959500142796,0.03411996195580773,0.04340814192386192,0.029957976090653475,0.029957976090653475,0.029957976090653475,0.05988731597751891,37.37199081266387,221.3033054506613,261.3499087320742,0.215592623985875,0.4489175722036407,0.018366731152170825
2024-06-11,0.028865743497202192,0.04497119553759191,0.03960284310855729,0.22993441722470903,0.14702166061411542,0.008030806821352746,4.012318480189958,21.90639387491916,12.309202800867087,0.011828831441951976,70.05791326867916,24.932661153547222,178.45662865037968,45.78977553944858,0.055288606635312945,0.012210912691105044,0.07778821105818892,0.03194791757087694,0.041315201820205996,0.02970900547193131,0.02970900547193131,0.02970900547193131,0.06191943263821911,44.39926941791032,205.2629196703395,232.1321762627589,0.206930599883774,0.4549360316140758,0.018475772568957438
2024-06-12,0.028152861510265238,0.043452171365681226,0.0408041546640068,0.23403506994344306,0.13465385723393264,0.007761953743504309,4.030221881273422,20.003103850924695,13.151261687113397,0.011838815533025751,72.65309483186068,21.489155948968786,168.43120672049307,39.30948222831371,0.05296731667702235,0.011904372118720625,0.07201437345634791,0.03427342715080699,0.04099970344683429,0.02951715025306987,0.02951715025306987,0.02951715025306987,0.06730536382068565,44.33935003961562,221.26191764284462,247.8850623999754,0.20537444542847483,0.47209671801695485,0.016778815289750337
2024-06-13,0.02894282610518921,0.04285366219945237,0.03947951452548714,0.24049340494364096,0.13454802437581004,0.007667312184635346,4.176573083391279,21.416632366563984,11.892710788126346,0.011866456320283375,66.52827581494623,21.745660252812808,159.4464901568967,37.353006730773835,0.05338273032230252,0.012461439442229166,0.07644185687294285,0.035887231831947926,0.04166960334390865,0.0299693154338624,0.0299693154338624,0.0299693154338624,0.06346984796437606,34.579356301865694,215.55801183215084,245.9237620394806,0.22354343785299807,0.44676377643642484,0.017915513731286907
2024-06-14,0.0292954704463398,0.04640259743234675,0.03774457873855556,0.2454811931309805,0.1339031937827057,0.007547774079760433,4.490475164438141,22.04767007034945,11.92698234252725,0.011904615592368805,60.72229195294405,23.746557360542564,155.54695547401943,41.586962580790676,0.057687081911303895,0.012691477360305644,0.07259878759621376,0.034043041206908285,0.0418178010154254,0.03048351750013032,0.03048351750013032,0.03048351750013032,0.060726603352934616,36.211907334699916,183.40893885868294,239.84861361098228,0.22917053257449532,0.48259124731800684,0.017840718453752572
2024-06-15,0.029661791221447617,0.047613974236257864,0.039250938642823856,0.2281728293899491,0.1477016320026196,0.008064378849547619,4.375021760979583,20.899835658657707,12.110071614698887,0.011682364626584736,69.97721265510349,25.141289115387433,145.99878555741603,40.97393237020242,0.05200312856082822,0.011573388877343818,0.0707583144415799,0.03403221846826632,0.042719995264528424,0.03012827594999218,0.03012827594999218,0.03012827594999218,0.06271259081627222,36.461001978536004,216.57680982231892,219.89187838245502,0.22568483710435017,0.45564625742769377,0.0183905019709938
2024-06-16,0.02808942020866948,0.04659839962122958,0.040807867562716656,0.24098054714787678,0.13650711966795198,0.00817403611327419,4.051810615212757,22.017445338690674,12.290393770457598,0.012289101085828093,68.04601293475015,23.231919303049537,166.50518106957367,38.422621619020845,0.053546660869117566,0.011452321873227575,0.07336839811265025,0.03470182508415013,0.041124398031371516,0.030895182003702296,0.030895182003702296,0.030895182003702296,0.06346772529863544,34.73454002052844,215.55095575157608,222.4708696787093,0.21442868298239626,0.45325903329552003,0.01785986886614559
2024-06-17,0.028833692348722736,0.046273904744713046,0.041777690331915175,0.24605046718066576,0.13726109971750808,0.00783197467734833,4.00683968233201,22.330904812100766,12.549269113644108,0.011934396683445163,76.49288190144878,22.82143072232065,167.64278369477393,41.77163314573903,0.05465634887312256,0.01138193002908159,0.07966246565359783,0.03440114487289155,0.04322565650319298,0.029802286645854766,0.029802286645854766,0.029802286645854766,0.06472007325319641,39.897667781878006,212.39770311160697,256.1778296392135,0.21504778235603117,0.4425278170209867,0.01839893599417501
2024-06-18,0.02930112021082944,0.043400629020756504,0.04126663284721519,0.2584928228278983,0.13923097063169956,0.008150496292852492,3.8807831361184317,21.437077336232576,11.621093583182535,0.011690485734940644,76.3246230285156,26.99293794342337,187.2542403292135,45.602187791427994,0.051808516076302824,0.011524528757558612,0.0836758412233267,0.03459608692281572,0.04268170062102798,0.030459331077939005,0.030459331077939005,0.030459331077939005,0.062354913873763594,37.11672913925253,209.2032954567876,227.87091228526447,0.233002387555406,0.45817103102450424,0.017708037696950396
2024-06-19,0.029334929396908266,0.043640293469873956,0.04066557204108286,0.2591734333200467,0.14401765562876823,0.008006424470706682,4.05382132904064,21.768751885674188,11.97197966128847,0.01226450401675221,56.91117879967473,24.644025118036446,159.96943453398208,41.3524060725502,0.0541286574378602,0.0110266460521998,0.07527933978974462,0.03504250590693739,0.04135683604279825,0.02861155513926645,0.02861155513926645,0.02861155513926645,0.062469974377769494,32.33032162554435,191.6936019196197,207.80118496165258,0.22777614054437584,0.4520487581812861,0.017703264414559935
2024-06-20,0.02844442816615289,0.04455073327168026,0.03990820913832492,0.24277766554147742,0.13239548006904725,0.007733915119048478,3.941694041524878,21.555831646618653,12.294089924655673,0.011502247990479,67.83709194812458,25.144160136554593,182.04620812554617,41.80354145158909,0.05404551306084904,0.011825495832304885,0.07560808733162742,0.03526594100757267,0.04370691446536774,0.03053173081976561,0.03053173081976561,0.03053173081976561,0.06390730677495995,35.59987439091566,213.06476739016063,221.69310484445435,0.21628755600356966,0.43022670458973233,0.01752008784021362
2024-06-21,0.02783894492229994,0.04633547962295183,0.04016765119111366,0.23507522908401646,0.1447723723479491,0.0077892501049772215,3.861228255182205,22.100696965515024,12.196816956222754,0.012056508122267892,57.415283028378454,21.82716991462848,168.04825369718282,42.49406973649622,0.056225412730985906,0.011680999752493702,0.0785612272332249,0.03807939360119396,0.03935819535298168,0.029192084103167898,0.029192084103167898,0.029192084103167898,0.06248049383828446,34.27287707334432,231.30885197925693,203.90341833439345,0.21625369410683754,0.45685009844364804,0.017916866029495486
2024-06-22,0.029176595699692477,0.04684306408394866,0.0414713956695216,0.23748927156487643,0.1469307935110155,0.008161379690658598,3.9447368522323187,20.890006013343452,12.464533873262651,0.011382123559745072,60.25175365494721,23.99945237554471,152.91703234835774,41.75749524468608,0.054660292125640504,0.01241250245059559,0.0737385400374027,0.035653443749331055,0.04467084131333611,0.02911356690244851,0.02911356690244851,0.02911356690244851,0.06253479488226339,37.53603986740671,195.8874559356563,195.78716475780882,0.22846360703049487,0.42955593083117816,0.018418406767262443
2024-06-23,0.029014852347754857,0.04554359579630484,0.04027581996888207,0.24116107073564605,0.1369245804864346,0.008260199268129317,4.076042745196073,21.77416797283887,12.836939092174404,0.011837505052038627,63.57871755256993,23.593775211309186,166.80695469791542,44.054544693705225,0.05705053341308987,0.01220093294970003,0.07128308215886989,0.03568379046341516,0.04400723006906951,0.02965395818220803,0.02965395818220803,0.02965395818220803,0.062885167332907,38.640543271094124,166.16680616846674,232.9385742970115,0.23176751995054642,0.444885458649102,0.017729931707887735
2024-06-24,0.028987498468104448,0.0427159914073809,0.037651927053600216,0.22552269306682107,0.1337839697837603,0.008150159266489347,3.9807430409992914,20.92328068123052,12.382401570075931,0.011846705277395325,74.85124632764399,21.96249435384843,168.04430952300163,39.78801974704166,0.05439635583918561,0.012624868738051156,0.071693852349616,0.034457338947953955,0.04159983807232434,0.028918012768081442,0.028918012768081442,0.028918012768081442,0.061289169469623435,42.72423597670804,200.9667261028272,257.6226712055274,0.21498492143332434,0.45050654705143955,0.017408655578516414
2024-06-25,0.028648041415190065,0.045479072332930165,0.03882742458476673,0.24298497840139385,0.13442134952325033,0.008194660271435597,4.023355829712973,22.374861657452456,11.748281758119742,0.011465952771570167,76.85405806532451,23.569597754975863,173.28481589676613,42.22839088739374,0.05348221897409554,0.012369597317110527,0.07433320507903007,0.034016450548463376,0.039912231287470214,0.02882493661119541,0.02882493661119541,0.02882493661119541,0.0646485471300296,52.14381750634805,220.94794607644866,292.45351778117293,0.21652181872269924,0.4726951250124692,0.017878189211847924
2024-06-26,0.02827787918574004,0.0436501626086526,0.03957222456119979,0.24028439559660686,0.13973677059067377,0.007870093532857505,3.9267278177082146,20.775959161782797,11.624205018209665,0.012482411422797362,78.68944640866569,24.775279842558646,193.61248096435122,51.83646809879149,0.05639763679636251,0.012981933856454285,0.07389987340583776,0.03353341717906659,0.0425722888317806,0.029604744341909985,0.029604744341909985,0.029604744341909985,0.06387026637265612,45.275066602806156,207.93447027585952,266.51354454600045,0.21999919344794547,0.4557279695301417,0.017521817421981264
2024-06-27,0.0277311559033866,0.045613903533612915,0.04001733926486791,0.23261514687488605,0.13587055172422413,0.008312742191134105,3.8831053305208334,21.268706859702103,11.816344948951668,0.013053531767804119,66.6781435483685,29.553201452294722,173.06825430856193,41.587439267515244,0.05568775680468341,0.012749763322920193,0.07657934265681646,0.032869961390471124,0.04062249738135516,0.028950167807283614,0.028950167807283614,0.028950167807283614,0.06327941549601891,39.19886999486725,210.4214906002449,216.79886271308848,0.22201678972248676,0.43219163230408275,0.016667676946094653
2024-06-28,0.027271613273271423,0.044958369218879954,0.039615234357448105,0.2425597477739532,0.13603784825477297,0.008074213927727418,4.129895711780983,20.812290832765854,12.135801473404996,0.012052925567226334,68.60971345600079,23.376663523732127,186.04394040469126,44.33150936032159,0.054914613648692816,0.012105030436707166,0.07641139999351487,0.03519326443985338,0.038784660521165665,0.027926823045897955,0.027926823045897955,0.027926823045897955,0.058009838713304604,33.65522830464017,201.7360821122059,220.47411802516345,0.2175968000365197,0.45600314584466983,0.017222669812194974
2024-06-29,0.026883859035964037,0.04604511629230432,0.03855119041378006,0.23840829742501912,0.14299457347276334,0.008452987127515861,4.018913715229835,21.902576082217983,12.35575275841542,0.012336461522154049,65.44818783371318,22.553495809256034,180.12196407520457,40.69079702227949,0.052348849863123166,0.01198796067356523,0.07430256478394057,0.03404665565675304,0.042034102085246175,0.0298847838211802,0.0298847838211802,0.0298847838211802,0.05921058064783935,37.67469326168654,177.8108845298335,246.36654635391054,0.20833057259906884,0.4742479749416937,0.018349322171214988
2024-06-30,0.02824330252909605,0.045921560980053934,0.040185072695597644,0.24314828698647692,0.1404233997848079,0.007983047326207323,3.775045738470415,22.526963816574753,12.06155335522459,0.011789368090235633,73.10113405279762,25.29501592732802,181.9221364322263,41.89837939541853,0.05262069423919314,0.01264792132874817,0.07450793052460046,0.034373263788082184,0.039783890313561464,0.0296484865848025,0.0296484865848025,0.0296484865848025,0.0593658609351391,39.6205494922634,174.4755588477916,241.5618328237763,0.2141338614108711,0.47746282056550343,0.01783024473269978
2024-07-01,0.02920172022372222,0.047542506936272697,0.040383159620074674,0.23468925846199462,0.13747725468438768,0.008235632560842459,3.9247740635814705,20.814972168255867,11.952844211952758,0.01223245428783193,87.1824546020053,28.535694592447836,207.54899516795427,44.58004335835225,0.055022231487353176,0.01236299920402324,0.07300541986805081,0.03364494270025866,0.044634221302170846,0.02852983013243018,0.02852983013243018,0.02852983013243018,0.06180229330395957,38.14135029910311,191.77933687400545,264.8656708338221,0.22033184708061293,0.428875127120086,0.017723921765591337
2024-07-02,0.030538384771674507,0.04639003051586638,0.04094013838347756,0.24420045347834432,0.1441963540737529,0.007641723804102958,3.8480352855323865,20.8943239330339,12.263502842775095,0.012406357755800979,80.85561438204155,25.61737840250319,196.45515426023155,48.80656520314145,0.054551887135882764,0.012422020310740875,0.07301984289852484,0.034020753205839166,0.042610933492797834,0.029931892257368278,0.029931892257368278,0.029931892257368278,0.062374829620596005,40.40879498738698,223.95938960500715,291.79111065553104,0.21128633342740746,0.44596124079638977,0.01826538321459928
2024-07-03,0.030088686781862155,0.044818355398127695,0.04113794823068681,0.2507439817254638,0.15197757775454784,0.00811248487892167,3.9101691476696456,21.395137085646027,12.490998101622125,0.012277818373805796,68.0259464118313,27.901847430517698,175.47718254518907,43.162622356288985,0.0570944273772775,0.012389644681847448,0.0766502354053376,0.03452296722469313,0.0445262360032146,0.029941178297248072,0.029941178297248072,0.029941178297248072,0.06209849316209651,40.11740929770017,212.73097671563505,267.6391914716554,0.2083207748209064,0.4276758312640472,0.019264379244196658
2024-07-04,0.02896695906858321,0.04422067019946537,0.040523583870453427,0.2467493535753432,0.14724948780417507,0.008173963266547275,3.936735327311503,22.302817879807638,12.421985705232707,0.012138712610403828,58.69839044206256,25.9303819652914,161.443476815043,38.78492431098054,0.05281125070490884,0.013080336538246277,0.07977698889902635,0.03273667548076594,0.041218467174584,0.02987548816833376,0.02987548816833376,0.02987548816833376,0.06359485243996177,36.02204497922114,183.1184714309014,240.52030396379342,0.2094633442942268,0.4586551804272354,0.018636943889707634
2024-07-05,0.027982942455230912,0.043009452737367344,0.041649812869607894,0.2530237326541918,0.14039103693014438,0.00795170037544366,4.13045799391504,22.697727763086988,12.701252307408723,0.012857162465000509,74.5662877762731,26.796959278306424,168.4790987363007,44.136600897728194,0.05245472769697582,0.012102545915448756,0.07480365557410824,0.03373663860186596,0.04329390684771171,0.02964927173145222,0.02964927173145222,0.02964927173145222,0.06254583086482865,41.933118418174956,207.51030616056204,260.79581162172445,0.21398976090149693,0.42606469373661443,0.0182691006332439
2024-07-06,0.026963377870097734,0.04559978533351416,0.041579030719839614,0.2417301732834618,0.14274165093650099,0.007875309638691121,3.8052890292357606,23.43206521674535,12.389379493957657,0.012954773338423833,63.492521001146976,25.544201984325618,181.82246104962803,44.59605682940257,0.053117783502520756,0.011642777508854923,0.0748945792635208,0.03413490667911782,0.041019921846776365,0.031371537314383954,0.031371537314383954,0.031371537314383954,0.06041855449922944,36.68221012268225,190.56592876697619,241.21716025709827,0.21886320630380512,0.4364276824511125,0.01725938638004756
2024-07-07,0.026784397769395427,0.045091023343281814,0.039274967501681496,0.23991926654364126,0.13844473442693925,0.007789895171749578,3.706558203974982,21.658258666551323,11.526963172717991,0.01339252623026608,61.97829354091444,26.24146900151289,172.8532360101824,46.064266681077854,0.05515859333155834,0.011508889634003108,0.07947030680069132,0.034014090963305245,0.042178761251822065,0.03019738006756337,0.03019738006756337,0.03019738006756337,0.0614706423727268,30.882196870650166,228.029194977243,254.81268836788053,0.2141829481642504,0.42376205783997095,0.018166886930742098
2024-07-08,0.028679810762049878,0.04569793477716739,0.0392014246152324,0.2609157727842544,0.1372505326718848,0.007926798682721219,3.958267478158957,21.05401900451868,11.889529785642114,0.012934765012762292,65.8464522186924,26.632721893891148,186.0889011115413,50.82615999680336,0.055555254987776886,0.011862418113395567,0.07380049071359214,0.03458273111848339,0.04076868900254464,0.0317691491262554,0.0317691491262554,0.0317691491262554,0.06216057199182349,33.347160121873294,256.0479822118306,262.1941805172409,0.21533976981408395,0.4645541740360185,0.019599761363657167
2024-07-09,0.028015229188862546,0.0443852253341547,0.038293553337038676,0.24366933213686215,0.15037810026297804,0.007726474552811593,4.172067696424309,21.318837497165696,12.070089523585771,0.012281120423761003,78.00384870019363,29.503640589148876,193.68740920994952,48.1481743826001,0.05409082377062847,0.01282853292764034,0.07701972493604414,0.03249145169041455,0.040784555178380866,0.02850679152808586,0.02850679152808586,0.02850679152808586,0.06318617162472709,39.3921879325057,232.6259405010201,275.75092105998345,0.22756049960804667,0.44972901051175923,0.017961942389388343
2024-07-10,0.026508674380812315,0.0464651968690989,0.03999035825389308,0.2435098807468334,0.1377539192767999,0.007981626998816911,4.023556814064651,20.965682579137095,12.661847927818016,0.012795025596274915,73.32334896549195,31.438835965847428,187.9064785925656,45.26816471617667,0.05563170791467133,0.012122597531005181,0.07329810249065098,0.03293513521904012,0.04315443203136972,0.029548141168818525,0.029548141168818525,0.029548141168818525,0.06149291396880446,38.881117932620015,262.2236959715208,281.1315651990954,0.2216431713200642,0.40936556625970494,0.01729869950508415
2024-07-11,0.028196584720745196,0.045113548343988466,0.040464612884039707,0.24310554496642303,0.14461941850257662,0.007771652444862587,3.876403510239796,20.995381987801643,11.592959059307155,0.01218963720210552,63.41205636809649,36.22057647420203,193.19644275455394,45.32706563511252,0.05469760730899669,0.011753960174320689,0.07265125710928223,0.03454048008907024,0.04160624651380985,0.02918954358704222,0.02918954358704222,0.02918954358704222,0.05835651813736741,36.90036415016668,203.81656717852374,254.66494592423038,0.2236859918798542,0.46686447575612516,0.01740754602830688
2024-07-12,0.02788063010799055,0.04573691589246563,0.039426274631486014,0.23554484006345017,0.14787618198168745,0.007480381516334809,3.842794288178306,21.791310010296154,11.989123522704372,0.011871229465575894,68.55202568607027,27.404292580402156,210.7929408195366,46.274109662210684,0.05549713750434757,0.011598676325022756,0.07080700451826241,0.03334298787835288,0.04123166578441047,0.0274367095360181,0.0274367095360181,0.0274367095360181,0.06049315296092384,38.10134918471357,234.05156007948088,244.68446066063163,0.22510964436689543,0.4534791108747522,0.017588652244627787
2024-07-13,0.02789669464353084,0.043265407947969646,0.04130680978735938,0.23899808557902458,0.13261041479997807,0.007883452226243908,3.894611753934178,22.811350249115897,11.311226397588943,0.011724249451549472,67.85945825670912,27.29655035627935,199.44150391625936,48.20791157604963,0.0554622565113347,0.01195628079919605,0.0692372635315779,0.034530917536200245,0.0424880818798368,0.028020965938176576,0.028020965938176576,0.028020965938176576,0.062023061260013904,36.69959405692694,227.51407219821954,254.9264508171944,0.21962400749913574,0.42435239102865113,0.01774706082865486
2024-07-14,0.028453605593542496,0.04656089805042396,0.041199419164630234,0.247550782401166,0.14571990846492672,0.008239635412918521,3.843983851625558,21.891060204263738,12.001114281931391,0.012583245828316821,69.8353806768952,27.47880247243526,210.43565516697026,50.87806213568067,0.05673067300335986,0.011963678140874175,0.06931739708425731,0.03470603864749875,0.04062338648464973,0.02868681020182971,0.02868681020182971,0.02868681020182971,0.06480854931031038,36.51696512318096,208.2591101324565,254.54230322347166,0.2265535497817073,0.4471652230657167,0.01848421358027045
